soil,prepped,on,0,at,"(0,0)",1
soil,prepped,on,0,at,"(0,1)",0
soil,prepped,on,0,at,"(0,2)",0
soil,prepped,on,0,at,"(0,3)",1
soil,prepped,on,0,at,"(0,4)",1
soil,prepped,on,0,at,"(0,5)",0
soil,prepped,on,0,at,"(0,6)",0
soil,prepped,on,0,at,"(0,7)",0
soil,prepped,on,0,at,"(0,8)",0
soil,prepped,on,0,at,"(0,9)",1
soil,prepped,on,0,at,"(0,10)",0
soil,prepped,on,0,at,"(0,11)",0
soil,prepped,on,0,at,"(0,12)",0
soil,prepped,on,0,at,"(0,13)",0
soil,prepped,on,0,at,"(0,14)",0
soil,prepped,on,0,at,"(0,15)",0
soil,prepped,on,0,at,"(0,16)",0
soil,prepped,on,0,at,"(0,17)",0
soil,prepped,on,0,at,"(0,18)",0
soil,prepped,on,0,at,"(0,19)",0
soil,prepped,on,0,at,"(0,20)",0
soil,prepped,on,0,at,"(0,21)",0
soil,prepped,on,0,at,"(0,22)",0
soil,prepped,on,0,at,"(0,23)",1
soil,prepped,on,0,at,"(0,24)",0
soil,prepped,on,0,at,"(0,25)",0
soil,prepped,on,0,at,"(0,26)",0
soil,prepped,on,0,at,"(0,27)",0
soil,prepped,on,0,at,"(0,28)",0
soil,prepped,on,0,at,"(1,0)",0
soil,prepped,on,0,at,"(1,1)",0
soil,prepped,on,0,at,"(1,2)",1
soil,prepped,on,0,at,"(1,3)",0
soil,prepped,on,0,at,"(1,4)",0
soil,prepped,on,0,at,"(1,5)",0
soil,prepped,on,0,at,"(1,6)",0
soil,prepped,on,0,at,"(1,7)",0
soil,prepped,on,0,at,"(1,8)",1
soil,prepped,on,0,at,"(1,9)",0
soil,prepped,on,0,at,"(1,10)",0
soil,prepped,on,0,at,"(1,11)",0
soil,prepped,on,0,at,"(1,12)",0
soil,prepped,on,0,at,"(1,13)",0
soil,prepped,on,0,at,"(1,14)",0
soil,prepped,on,0,at,"(1,15)",0
soil,prepped,on,0,at,"(1,16)",1
soil,prepped,on,0,at,"(1,17)",0
soil,prepped,on,0,at,"(1,18)",0
soil,prepped,on,0,at,"(1,19)",0
soil,prepped,on,0,at,"(1,20)",0
soil,prepped,on,0,at,"(1,21)",0
soil,prepped,on,0,at,"(1,22)",0
soil,prepped,on,0,at,"(1,23)",1
soil,prepped,on,0,at,"(1,24)",0
soil,prepped,on,0,at,"(1,25)",0
soil,prepped,on,0,at,"(1,26)",0
soil,prepped,on,0,at,"(1,27)",0
soil,prepped,on,0,at,"(1,28)",0
soil,prepped,on,0,at,"(2,0)",0
soil,prepped,on,0,at,"(2,1)",0
soil,prepped,on,0,at,"(2,2)",0
soil,prepped,on,0,at,"(2,3)",1
soil,prepped,on,0,at,"(2,4)",0
soil,prepped,on,0,at,"(2,5)",0
soil,prepped,on,0,at,"(2,6)",1
soil,prepped,on,0,at,"(2,7)",0
soil,prepped,on,0,at,"(2,8)",0
soil,prepped,on,0,at,"(2,9)",0
soil,prepped,on,0,at,"(2,10)",0
soil,prepped,on,0,at,"(2,11)",1
soil,prepped,on,0,at,"(2,12)",0
soil,prepped,on,0,at,"(2,13)",0
soil,prepped,on,0,at,"(2,14)",0
soil,prepped,on,0,at,"(2,15)",0
soil,prepped,on,0,at,"(2,16)",0
soil,prepped,on,0,at,"(2,17)",0
soil,prepped,on,0,at,"(2,18)",0
soil,prepped,on,0,at,"(2,19)",0
soil,prepped,on,0,at,"(2,20)",0
soil,prepped,on,0,at,"(2,21)",0
soil,prepped,on,0,at,"(2,22)",0
soil,prepped,on,0,at,"(2,23)",0
soil,prepped,on,0,at,"(2,24)",1
soil,prepped,on,0,at,"(2,25)",0
soil,prepped,on,0,at,"(2,26)",1
soil,prepped,on,0,at,"(2,27)",0
soil,prepped,on,0,at,"(2,28)",0
soil,prepped,on,0,at,"(3,0)",1
soil,prepped,on,0,at,"(3,1)",0
soil,prepped,on,0,at,"(3,2)",1
soil,prepped,on,0,at,"(3,3)",1
soil,prepped,on,0,at,"(3,4)",0
soil,prepped,on,0,at,"(3,5)",1
soil,prepped,on,0,at,"(3,6)",1
soil,prepped,on,0,at,"(3,7)",0
soil,prepped,on,0,at,"(3,8)",0
soil,prepped,on,0,at,"(3,9)",0
soil,prepped,on,0,at,"(3,10)",0
soil,prepped,on,0,at,"(3,11)",0
soil,prepped,on,0,at,"(3,12)",0
soil,prepped,on,0,at,"(3,13)",0
soil,prepped,on,0,at,"(3,14)",1
soil,prepped,on,0,at,"(3,15)",0
soil,prepped,on,0,at,"(3,16)",0
soil,prepped,on,0,at,"(3,17)",0
soil,prepped,on,0,at,"(3,18)",0
soil,prepped,on,0,at,"(3,19)",0
soil,prepped,on,0,at,"(3,20)",0
soil,prepped,on,0,at,"(3,21)",0
soil,prepped,on,0,at,"(3,22)",0
soil,prepped,on,0,at,"(3,23)",0
soil,prepped,on,0,at,"(3,24)",0
soil,prepped,on,0,at,"(3,25)",0
soil,prepped,on,0,at,"(3,26)",0
soil,prepped,on,0,at,"(3,27)",0
soil,prepped,on,0,at,"(3,28)",0
soil,prepped,on,0,at,"(4,0)",1
soil,prepped,on,0,at,"(4,1)",0
soil,prepped,on,0,at,"(4,2)",0
soil,prepped,on,0,at,"(4,3)",0
soil,prepped,on,0,at,"(4,4)",0
soil,prepped,on,0,at,"(4,5)",1
soil,prepped,on,0,at,"(4,6)",0
soil,prepped,on,0,at,"(4,7)",0
soil,prepped,on,0,at,"(4,8)",0
soil,prepped,on,0,at,"(4,9)",1
soil,prepped,on,0,at,"(4,10)",0
soil,prepped,on,0,at,"(4,11)",0
soil,prepped,on,0,at,"(4,12)",0
soil,prepped,on,0,at,"(4,13)",0
soil,prepped,on,0,at,"(4,14)",0
soil,prepped,on,0,at,"(4,15)",0
soil,prepped,on,0,at,"(4,16)",1
soil,prepped,on,0,at,"(4,17)",0
soil,prepped,on,0,at,"(4,18)",1
soil,prepped,on,0,at,"(4,19)",0
soil,prepped,on,0,at,"(4,20)",0
soil,prepped,on,0,at,"(4,21)",0
soil,prepped,on,0,at,"(4,22)",0
